#Aplicación presupuestaria,Área gasto,Programa,Desc. programa,Económico,Desc. capítulo,Desc. económico,Proyecto,Desc. proyecto,Consig. inicial,Modificaciones,Consig. definit.,Obl. recon. (O)
2018.0.0.2316.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2316,Centre de dia infància,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,6000.0,0.0,6000.0,3763.21
2018.0.0.2318.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,3000.0,0.0,3000.0,2019.47
2018.0.0.2318.1850.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1850,Subvenció Ebro Foods 2018,0.0,12272.05,12272.05,3323.9
2018.0.0.2410.0.22199,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2410,Taller ocupació,22199,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Otros suministros,,,20000.0,-4625.0,15375.0,6256.87
2018.0.0.2410.0.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2410,Taller ocupació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,0.0,0.0,0.0,475.0
2018.0.0.2410.1712.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2410,Taller ocupació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1712,T.E. SILLA EN MARXA II - FOTAE/2017/40/46,0.0,59323.0,59323.0,59162.85
2018.0.0.2410.1713.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2410,Taller ocupació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1713,E.T. FORMEM SILLA EMPLEA FETFO/2017/14/46,0.0,13184.0,13184.0,12822.78
2018.0.0.2411.0.216,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,216,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Equips per proces informació,,,2613.6,0.0,2613.6,2613.6
2018.0.0.2411.0.22799,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,156000.0,-104375.0,51625.0,36654.31
2018.0.0.2411.1716.22001,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22001,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Prensa, revistas, libros y otras publicaciones",1716,Anglès. Gestió comercial FME99/2017/4/46,0.0,2236.07,2236.07,1752.47
2018.0.0.2411.1716.22799,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,1716,Anglès. Gestió comercial FME99/2017/4/46,0.0,6345.0,6345.0,6828.6
2018.0.0.2411.1717.22000,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22000,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Material d'oficina ordinari no inventariable,1717,Accions d'orientació laboral persones desocupades ILPLD/2017/46/46,0.0,690.37,690.37,690.37
2018.0.0.2411.1836.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1836,E.T. FORMEM SILLA EMPLEA [2ª ETAPA] FETFO/2018/31/46,0.0,39936.0,39936.0,10857.15
2018.0.0.2411.1837.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1837,T AVALEM SILLA JOVE- PROMOCIÓ TURÍSTICA FOTAV/2018/37/46,0.0,19968.0,19968.0,12000.58
2018.0.0.2412.0.22199,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2412,Programa ocupació emergència social,22199,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Otros suministros,,,40000.0,-23574.82,16425.18,5285.41
2018.0.0.3110.0.22100,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3110,Medicaments i prod sanita,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,1000.0,0.0,1000.0,119.46
2018.0.0.3111.0.22799,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3111,Salut Pública,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,72500.0,4443.71,76943.71,67677.02
2018.0.0.3112.0.22799,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3112,Desinfeccio i Desratitza.,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,35600.0,0.0,35600.0,21071.48
2018.0.0.3113.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3113,Ciutats sanes,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,6850.0,5560.27,12410.27,8400.33
2018.0.0.3200.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3200,Ponència d'educació,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,11800.0,443.37,12243.37,12238.64
2018.0.0.3231.0.212,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,47927.3,72.38,47999.68,14694.48
2018.0.0.3231.0.213,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,0.0,0.0,0.0,1154.34
2018.0.0.3231.0.22100,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,38221.52,0.0,38221.52,38897.49
2018.0.0.3231.0.22102,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3231,Centres educatius,22102,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Gas,,,70784.75,17040.88,87825.63,47425.7
2018.0.0.3261.0.203,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3261,Centre de formació de persones adultes,203,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Arrendaments de maquinaria, instalacions i utillatge",,,0.0,0.0,0.0,72.6
2018.0.0.3261.0.213,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3261,Centre de formació de persones adultes,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,0.0,0.0,0.0,1297.43
2018.0.0.3261.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3261,Centre de formació de persones adultes,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2000.0,19.42,2019.42,3764.71
2018.0.0.3261.0.22799,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3261,Centre de formació de persones adultes,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,15000.0,8961.76,23961.76,14018.36
2018.0.0.3270.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3270,Benestar animal,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,3000.0,332.5,3332.5,2475.28
2018.0.0.3321.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3321,Biblioteques públiques,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2500.0,561.44,3061.44,2945.34
2018.0.0.3322.0.202,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3322,Arxius,202,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Arrendaments d'edificis i altres construccions,,,12000.0,0.0,12000.0,12000.0
2018.0.0.3330.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3330,Escola de teatre,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,8000.0,-550.55,7449.45,1805.87
2018.0.0.3331.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3331,Projeccions i representacions teatrals,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,61000.0,-10891.03,50108.97,45230.32
2018.0.0.3340.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3340,Ponència de Cultura,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,22000.0,29062.55,51062.55,51050.96
2018.0.0.3342.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3342,Setmana lletres valencian,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2500.0,0.0,2500.0,1838.98
2018.0.0.3343.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3343,Campanya animació lectura,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,1500.0,0.0,1500.0,359.21
2018.0.0.3344.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3344,Projectes cultur. Europeu,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2000.0,0.0,2000.0,583.04
2018.0.0.3346.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3346,Cronista,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,1000.0,0.0,1000.0,0.0
2018.0.0.3347.0.22000,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3347,Pomoció d'Ús Valencià,22000,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Material d'oficina ordinari no inventariable,,,500.0,0.0,500.0,123.07
2018.0.0.3347.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3347,Pomoció d'Ús Valencià,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,4000.0,7256.37,11256.37,9843.65
2018.0.0.3371.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3371,"Ponència d'infància, adolescència i joventut",22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,31300.0,17008.18,48308.18,43913.0
2018.0.0.3371.1720.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3371,"Ponència d'infància, adolescència i joventut",22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1720,Erasmus + 2017-1-ES01-KA204-038597 learning by intercultural cooking,0.0,28176.0,28176.0,5175.92
2018.0.0.3379.0.212,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3379,Centre Tercera edat,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,1619.84,407.39,2027.23,1013.25
2018.0.0.3379.0.22100,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3379,Centre Tercera edat,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,16418.94,6585.37,23004.31,20275.79
2018.0.0.3379.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3379,Centre Tercera edat,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,8500.0,0.0,8500.0,8790.62
2018.0.0.3380.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3380,Festes Populars,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,161700.0,76483.98,238183.98,224864.45
2018.0.0.3410.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3410,Ponència d'Esports,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,4850.0,-782.91,4067.09,3841.91
2018.0.0.3420.0.213,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,25911.46,0.0,25911.46,18042.3
2018.0.0.3420.0.22699,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,11648.0,0.0,11648.0,5980.43
2018.0.0.3420.0.22799,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3420,Piscina d'Estiu,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,32710.4,-1073.45,31636.95,28959.06
2018.0.0.3421.0.212,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,469.32,4498.72,4968.04,6093.9
2018.0.0.3421.0.213,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,3811.5,3435.67,7247.17,4912.14
2018.0.0.3421.0.22100,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3421,Poliesportiu Municipal,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,46792.47,19856.62,66649.09,58310.41
2018.0.0.3422.0.22100,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3422,Piscina coberta,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,0.0,135862.07,135862.07,135862.07
2018.0.0.4100.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4100,Consell Local Agrari,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,11450.0,361.09,11811.09,9310.65
2018.0.0.4300.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4300,Promoció Econòmica,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,17000.0,1215.0,18215.0,12644.03
2018.0.0.4311.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4311,Fira Sant Sebastià,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,70000.0,14153.21,84153.21,74030.89
2018.0.0.4312.0.212,ACTUACIONES DE CARÁCTER ECONÓMICO,4312,Mercat municipal,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,5035.36,51.62,5086.98,103.93
2018.0.0.4312.0.22100,ACTUACIONES DE CARÁCTER ECONÓMICO,4312,Mercat municipal,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,8501.44,5856.56,14358.0,10776.5
2018.0.0.4320.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4320,Informació i promoció turística,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,0.0,0.0,0.0,493.0
2018.0.0.4320.0.22799,ACTUACIONES DE CARÁCTER ECONÓMICO,4320,Informació i promoció turística,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,50000.0,1556.22,51556.22,31748.02
2018.0.0.4910.0.22602,ACTUACIONES DE CARÁCTER ECONÓMICO,4910,Comuniciació institucional,22602,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Publicitat i propaganda,,,9000.0,-4000.0,5000.0,4254.74
2018.0.0.4911.0.22002,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,22002,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Material informàtic no inventariable,,,3000.0,0.0,3000.0,1741.61
2018.0.0.4911.0.22602,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,22602,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Publicitat i propaganda,,,10000.0,1500.0,11500.0,11336.72
2018.0.0.4911.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,9500.0,-5546.6,3953.4,7203.23
2018.0.0.4911.0.22799,ACTUACIONES DE CARÁCTER ECONÓMICO,4911,Participació i transparència,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,9420.0,193.6,9613.6,4186.6
2018.0.0.4920.0.216,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,216,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.Equips per proces informació,,,28193.76,14001.51,42195.27,41047.39
2018.0.0.4920.0.22002,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,22002,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Material informàtic no inventariable,,,5000.0,0.0,5000.0,0.0
2018.0.0.4920.0.22799,ACTUACIONES DE CARÁCTER ECONÓMICO,4920,Administració electrònica,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,26816.68,11453.27,38269.95,38772.83
2018.0.0.4930.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4930,O.M.I.C.,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2500.0,2026.36,4526.36,4032.95
2018.0.0.9120.0.22601,ACTUACIONES DE CARÁCTER GENERAL,9120,Òrgans de govern,22601,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Atenciones protocolarias y representativas,,,10075.0,936.4,11011.4,6819.57
2018.0.0.9120.0.22699,ACTUACIONES DE CARÁCTER GENERAL,9120,Òrgans de govern,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,0.0,1979.7,1979.7,3572.4
2018.0.0.9120.0.233,ACTUACIONES DE CARÁCTER GENERAL,9120,Òrgans de govern,233,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres indemnitzacions- assistències,,,102842.28,14447.5,117289.78,117759.25
2018.0.0.9200.0.22799,ACTUACIONES DE CARÁCTER GENERAL,9200,Serveis Generals,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,21780.0,-12873.53,8906.47,0.0
2018.0.0.9200.0.23020,ACTUACIONES DE CARÁCTER GENERAL,9200,Serveis Generals,23020,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Dietes del personal no directiu,,,500.0,414.89,914.89,444.86
2018.0.0.9200.0.23120,ACTUACIONES DE CARÁCTER GENERAL,9200,Serveis Generals,23120,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Locomoció del personal no directiu,,,500.0,1467.31,1967.31,1388.55
2018.0.0.9200.0.233,ACTUACIONES DE CARÁCTER GENERAL,9200,Serveis Generals,233,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres indemnitzacions- assistències,,,0.0,3382.01,3382.01,2802.79
2018.0.0.9202.0.203,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,203,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Arrendaments de maquinaria, instalacions i utillatge",,,10756.96,0.0,10756.96,2043.91
2018.0.0.9202.0.213,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,213,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Rep mnment.conser.maquinaria, instal.técniques i utillatge",,,11969.39,455.14,12424.53,17747.18
2018.0.0.9202.0.22000,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,22000,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Material d'oficina ordinari no inventariable,,,21104.0,50744.65,71848.65,65171.22
2018.0.0.9202.0.22100,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,22100,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Energia elèctrica,,,89641.95,28156.38,117798.33,102649.6
2018.0.0.9202.0.22101,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,22101,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Agua,,,0.0,0.0,0.0,4958.36
2018.0.0.9202.0.22200,ACTUACIONES DE CARÁCTER GENERAL,9202,Oficines Municipals,22200,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Serveis de Telecomunicacions,,,83365.56,71929.17,155294.73,161528.59
2018.0.0.9203.0.202,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,202,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Arrendaments d'edificis i altres construccions,,,23124.0,870.0,23994.0,23964.0
2018.0.0.9203.0.212,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,212,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Rep mnment.conser.edificis i altres construccions,,,62059.8,16213.69,78273.49,70443.72
2018.0.0.9203.0.22799,ACTUACIONES DE CARÁCTER GENERAL,9203,Edificis Municipals,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,423531.14,57161.16,480692.3,434722.02
2018.0.0.9205.0.22604,ACTUACIONES DE CARÁCTER GENERAL,9205,Asses. i defensa lletrada,22604,GASTOS CORRIENTES EN BIENES Y SERVICIOS,"Jurídicos, contenciosos",,,0.0,5173.44,5173.44,1850.72
2018.0.0.9205.0.22799,ACTUACIONES DE CARÁCTER GENERAL,9205,Asses. i defensa lletrada,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,24843.72,11294.9,36138.62,38555.8
2018.0.0.9206.0.224,ACTUACIONES DE CARÁCTER GENERAL,9206,Bens Municipals,224,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Primes de segurs,,,38640.04,5580.82,44220.86,44220.86
2018.0.0.9207.0.22699,ACTUACIONES DE CARÁCTER GENERAL,9207,Jutjat,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,2500.0,319.43,2819.43,2331.32
2018.0.0.9292.0.22699,ACTUACIONES DE CARÁCTER GENERAL,9292,Taller,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,5500.0,-1013.16,4486.84,3893.38
2018.0.0.9310.0.22799,ACTUACIONES DE CARÁCTER GENERAL,9310,Àrea Econòmica,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,2087.86,102.3,2190.16,2190.06
2018.0.0.9320.0.22799,ACTUACIONES DE CARÁCTER GENERAL,9320,Recaptació Tributs,22799,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres treballs realitzats per altres empreses i professionals,,,163041.96,196060.22,359102.18,356687.92
2018.1.0.2318.1711.22699,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2318,Educador de Carrer,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,1711,Programa Ebro Foods 2017,0.0,4594.44,4594.44,4491.75
2018.1.0.2411.1716.224,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,224,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Primes de segurs,1716,Anglès. Gestió comercial FME99/2017/4/46,0.0,207.58,207.58,207.58
2018.1.0.2411.1717.224,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2411,Promoció de l'ocupació,224,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Primes de segurs,1717,Accions d'orientació laboral persones desocupades ILPLD/2017/46/46,0.0,450.0,450.0,450.0
2018.1.0.4190.0.22699,ACTUACIONES DE CARÁCTER ECONÓMICO,4190,Vedat de caça,22699,GASTOS CORRIENTES EN BIENES Y SERVICIOS,Altres despeses diverses,,,0.0,35117.89,35117.89,34647.04
2018.0.0.0112.0.310,DEUDA PÚBLICA,0112,Operacions financeres,310,GASTOS FINANCIEROS,Interessos prèstecs,,,82515.5,-13.95,82501.55,82407.03
2018.0.0.9340.0.352,ACTUACIONES DE CARÁCTER GENERAL,9340,Entitas financeres,352,GASTOS FINANCIEROS,Intereses de demora,,,0.0,14098.22,14098.22,14598.22
2018.0.0.9340.0.359,ACTUACIONES DE CARÁCTER GENERAL,9340,Entitas financeres,359,GASTOS FINANCIEROS,Altres despeses financeres,,,500.0,1074.94,1574.94,785.86
2018.0.0.2311.0.480,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2311,Emergència social,480,TRANSFERENCIAS CORRIENTES,Ajudes indiv i atenc bene,,,70000.0,-10500.0,59500.0,43115.91
2018.0.0.2311.0.483,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2311,Emergència social,483,TRANSFERENCIAS CORRIENTES,Ajudes per a pobresa energètica,,,17000.0,0.0,17000.0,9690.66
2018.0.0.2311.0.485,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2311,Emergència social,485,TRANSFERENCIAS CORRIENTES,Ajudes alimentació persones risc d'exclusió social,,,50000.0,0.0,50000.0,59500.0
2018.0.0.2311.0.489,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2311,Emergència social,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,20000.0,2288.88,22288.88,22288.88
2018.0.0.2314.0.489,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2314,Entitats no lucratives,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,5000.0,-2000.0,3000.0,3000.0
2018.0.0.2315.0.489,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,2315,Departament d'igualtat,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,2000.0,0.0,2000.0,1500.0
2018.0.0.3200.0.489,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3200,Ponència d'educació,489,TRANSFERENCIAS CORRIENTES,Aportacions i subvencions,,,3200.0,0.0,3200.0,3200.0
